gene-LOC111982896	XP_023901772.1
gene-LOC112000963	XP_023888900.1
gene-LOC112000963	XP_023888901.1
gene-LOC112000965	XP_023888902.1
gene-LOC112000966	XP_023888903.1
gene-LOC112000980	XP_023888918.1
gene-LOC112000970	XP_023888907.1
gene-LOC112000969	XP_023888906.1
gene-LOC112000978	XP_023888916.1
gene-LOC112000975	XP_023888914.1
gene-LOC112000975	XP_023888912.1
gene-LOC112000975	XP_023888913.1
gene-LOC112000971	XP_023888909.1
gene-LOC112000981	
gene-LOC112000972	XP_023888910.1
gene-LOC112000973	
gene-LOC112000974	XP_023888911.1
gene-LOC112000979	
gene-LOC112000977	XP_023888915.1
gene-LOC112000982	XP_023888919.1
gene-LOC112000984	XP_023888920.1
gene-LOC112001001	XP_023888937.1
gene-LOC112001001	XP_023888938.1
gene-LOC112000995	XP_023888931.1
gene-LOC112000987	XP_023888923.1
gene-LOC112000988	XP_023888924.1
gene-LOC112001000	XP_023888936.1
gene-LOC112000992	XP_023888929.1
gene-LOC112000999	XP_023888935.1
gene-LOC112000989	XP_023888925.1
gene-LOC112000993	XP_023888930.1
gene-LOC112000996	XP_023888932.1
gene-LOC112000997	XP_023888933.1
gene-LOC112000991	XP_023888928.1
gene-LOC112000991	XP_023888927.1
gene-LOC112000998	XP_023888934.1
gene-LOC112000986	XP_023888921.1
gene-LOC112001002	
gene-LOC112000990	XP_023888926.1
gene-LOC112000985	
gene-LOC112001003	
gene-LOC112001025	XP_023888961.1
gene-LOC112001015	XP_023888948.1
gene-LOC112001024	XP_023888959.1
gene-LOC112001023	XP_023888958.1
gene-LOC112001023	XP_023888957.1
gene-LOC112001020	XP_023888955.1
gene-LOC112001020	XP_023888954.1
gene-LOC112001016	
gene-LOC112001006	XP_023888941.1
gene-LOC112001027	XP_023888962.1
gene-LOC112001029	XP_023888964.1
gene-LOC112001028	XP_023888963.1
gene-LOC112001021	XP_023888956.1
gene-LOC112001005	XP_023888939.1
gene-LOC112001007	
gene-LOC112001008	XP_023888942.1
gene-LOC112001009	
gene-LOC112001010	XP_023888943.1
gene-LOC112001017	XP_023888951.1
gene-LOC112001017	XP_023888950.1
gene-LOC112001026	
gene-LOC112001014	XP_023888947.1
gene-LOC112001018	XP_023888952.1
gene-LOC112001019	XP_023888953.1
gene-LOC112001030	XP_023888965.1
gene-LOC112001031	
gene-TRNAS-GCU-14	
gene-LOC112001011	XP_023888944.1
gene-LOC112001013	XP_023888946.1
gene-LOC112001044	XP_023888975.1
gene-LOC112001045	XP_023888976.1
gene-LOC112001036	XP_023888969.1
gene-LOC112001041	XP_023888973.1
gene-LOC112001048	XP_023888980.1
gene-TRNAH-GUG-12	
gene-LOC112001047	XP_023888979.1
gene-LOC112001038	XP_023888970.1
gene-LOC112001039	XP_023888971.1
gene-LOC112001040	XP_023888972.1
gene-LOC112001042	XP_023888974.1
gene-LOC112001034	
gene-LOC112001037	
gene-LOC112001046	XP_023888977.1
gene-LOC112001035	XP_023888967.1
gene-LOC112001035	XP_023888966.1
gene-LOC112001050	XP_023888981.1
gene-LOC112001058	XP_023888988.1
gene-LOC112001056	XP_023888986.1
gene-LOC112001059	XP_023888990.1
gene-LOC112001052	XP_023888983.1
gene-LOC112001060	XP_023888991.1
gene-LOC112001053	XP_023888984.1
gene-LOC112001057	XP_023888987.1
gene-LOC112001054	XP_023888985.1
gene-LOC112001051	XP_023888982.1
gene-LOC112001063	XP_023888994.1
gene-LOC112001066	XP_023888997.1
gene-LOC112001070	XP_023889002.1
gene-LOC112001070	XP_023889003.1
gene-LOC112001067	XP_023888998.1
gene-LOC112001061	XP_023888992.1
gene-LOC112001062	XP_023888993.1
gene-LOC112001064	XP_023888995.1
gene-LOC112001064	XP_023888996.1
gene-LOC112001069	XP_023889001.1
gene-LOC112001068	XP_023889000.1
gene-LOC112001071	XP_023889004.1
gene-LOC112001072	XP_023889005.1
gene-LOC112001080	
gene-LOC112001081	XP_023889011.1
gene-LOC112001081	XP_023889010.1
gene-LOC112001081	XP_023889012.1
gene-LOC112001083	XP_023889013.1
gene-LOC112001074	XP_023889006.1
gene-LOC112001086	XP_023889018.1
gene-LOC112001093	XP_023889024.1
gene-LOC112001088	XP_023889020.1
gene-LOC112001090	XP_023889022.1
gene-LOC112001091	
gene-LOC112001089	XP_023889021.1
gene-LOC112001085	XP_023889017.1
gene-LOC112001092	XP_023889023.1
gene-LOC112001094	XP_023889027.1
gene-LOC112001094	XP_023889029.1
gene-LOC112001094	XP_023889025.1
gene-LOC112001094	XP_023889028.1
gene-LOC112001094	XP_023889026.1
gene-LOC112001084	XP_023889015.1
gene-LOC112001084	XP_023889014.1
gene-LOC112001075	
gene-LOC112001076	
gene-LOC112001087	XP_023889019.1
gene-LOC112001077	XP_023889008.1
gene-LOC112001078	XP_023889009.1
gene-LOC112001096	XP_023889031.1
gene-LOC112001097	XP_023889032.1
gene-LOC112001099	XP_023889033.1
gene-LOC112001095	XP_023889030.1
gene-LOC112001113	XP_023889054.1
gene-LOC112001122	XP_023889057.1
gene-LOC112001100	XP_023889035.1
gene-LOC112001100	XP_023889034.1
gene-LOC112001117	XP_023889055.1
gene-LOC112001120	XP_023889056.1
gene-LOC112001104	XP_023889038.1
gene-LOC112001121	
gene-LOC112001105	
gene-LOC112001112	XP_023889049.1
gene-LOC112001112	XP_023889048.1
gene-LOC112001112	XP_023889050.1
gene-LOC112001112	XP_023889047.1
gene-LOC112001112	XP_023889052.1
gene-LOC112001112	XP_023889053.1
gene-LOC112001112	XP_023889046.1
gene-LOC112001106	XP_023889039.1
gene-LOC112001107	XP_023889040.1
gene-LOC112001118	
gene-LOC112001108	
gene-LOC112001103	XP_023889037.1
gene-LOC112001115	
gene-LOC112001109	XP_023889043.1
gene-LOC112001110	XP_023889044.1
gene-LOC112001114	
gene-LOC112001102	
gene-LOC112001101	
gene-LOC112001116	
gene-LOC112001111	XP_023889045.1
gene-LOC112001123	XP_023889059.1
gene-LOC112001128	XP_023889065.1
gene-LOC112001133	XP_023889071.1
gene-LOC112001133	XP_023889070.1
gene-LOC112001131	XP_023889068.1
gene-LOC112001129	
gene-LOC112001126	XP_023889062.1
gene-LOC112001132	XP_023889069.1
gene-LOC112001130	XP_023889067.1
gene-LOC112001127	XP_023889063.1
gene-LOC112001127	XP_023889064.1
gene-LOC112001124	XP_023889060.1
gene-LOC112001125	XP_023889061.1
gene-LOC112001134	XP_023889072.1
gene-LOC112001135	XP_023889073.1
gene-LOC112001136	XP_023889074.1
gene-LOC112001137	XP_023889075.1
gene-LOC112001138	XP_023889077.1
gene-LOC112001139	XP_023889078.1
gene-LOC112001140	XP_023889079.1
gene-LOC112001141	XP_023889080.1
gene-LOC112001142	XP_023889081.1
gene-LOC112001143	XP_023889082.1
gene-LOC112001144	XP_023889083.1
gene-LOC112001145	XP_023889085.1
gene-LOC112001146	XP_023889086.1
gene-LOC112001147	XP_023889087.1
gene-LOC112001148	XP_023889088.1
gene-LOC112001149	XP_023889089.1
gene-LOC112001153	XP_023889092.1
gene-LOC112001154	XP_023889093.1
gene-LOC112001150	XP_023889090.1
gene-LOC112001155	XP_023889094.1
gene-LOC112001151	XP_023889091.1
gene-LOC112001156	XP_023889096.1
gene-LOC112001156	XP_023889097.1
gene-LOC112001156	XP_023889098.1
gene-LOC112001162	XP_023889105.1
gene-LOC112001158	XP_023889100.1
gene-LOC112001158	XP_023889101.1
gene-LOC112001157	XP_023889099.1
gene-LOC112001161	XP_023889104.1
gene-LOC112001164	XP_023889107.1
gene-LOC112001159	
gene-LOC112001163	XP_023889106.1
gene-LOC112001160	XP_023889103.1
gene-LOC112001195	XP_023889140.1
gene-LOC112001196	XP_023889141.1
gene-LOC112001169	XP_023889113.1
gene-LOC112001197	XP_023889142.1
gene-LOC112001189	XP_023889133.1
gene-LOC112001198	XP_023889143.1
gene-LOC112001200	XP_023889144.1
gene-LOC112001201	XP_023889145.1
gene-LOC112001202	XP_023889146.1
gene-LOC112001203	XP_023889148.1
gene-LOC112001178	XP_023889122.1
gene-LOC112001204	
gene-LOC112001205	XP_023889149.1
gene-LOC112001206	XP_023889151.1
gene-LOC112001207	XP_023889152.1
gene-LOC112001208	XP_023889153.1
gene-LOC112001209	XP_023889154.1
gene-LOC112001211	XP_023889155.1
gene-LOC112001212	XP_023889156.1
gene-LOC112001213	XP_023889157.1
gene-LOC112001214	XP_023889159.1
gene-LOC112001215	XP_023889160.1
gene-LOC112001216	XP_023889161.1
gene-LOC112001191	XP_023889135.1
gene-LOC112001217	XP_023889162.1
gene-LOC112001218	XP_023889163.1
gene-LOC112001193	XP_023889138.1
gene-LOC112001219	XP_023889164.1
gene-LOC112001220	XP_023889165.1
gene-LOC112001222	XP_023889166.1
gene-LOC112001184	XP_023889127.1
gene-LOC112001223	XP_023889167.1
gene-LOC112001224	XP_023889168.1
gene-LOC112001225	XP_023889169.1
gene-LOC112001226	XP_023889170.1
gene-LOC112001227	XP_023889171.1
gene-LOC112001228	XP_023889172.1
gene-LOC112001229	XP_023889173.1
gene-LOC112001230	XP_023889174.1
gene-LOC112001231	XP_023889175.1
gene-LOC112001233	XP_023889176.1
gene-LOC112001234	XP_023889177.1
gene-LOC112001235	XP_023889178.1
gene-LOC112001282	XP_023889223.1
gene-LOC112001236	XP_023889180.1
gene-LOC112001237	XP_023889181.1
gene-LOC112001344	
gene-LOC112001238	XP_023889182.1
gene-LOC112001239	XP_023889183.1
gene-LOC112001240	XP_023889184.1
gene-LOC112001241	XP_023889185.1
gene-LOC112001242	XP_023889186.1
gene-LOC112001243	XP_023889187.1
gene-LOC112001244	XP_023889188.1
gene-LOC112001245	XP_023889189.1
gene-LOC112001246	XP_023889191.1
gene-LOC112001247	XP_023889192.1
gene-LOC112001248	XP_023889193.1
gene-LOC112001249	XP_023889194.1
gene-LOC112001250	XP_023889195.1
gene-LOC112001251	XP_023889196.1
gene-LOC112001252	XP_023889197.1
gene-LOC112001254	XP_023889198.1
gene-LOC112001255	XP_023889199.1
gene-LOC112001256	XP_023889200.1
gene-LOC112001257	XP_023889201.1
gene-LOC112001258	XP_023889202.1
gene-LOC112001259	XP_023889203.1
gene-LOC112001260	XP_023889204.1
gene-LOC112001261	XP_023889205.1
gene-LOC112001186	XP_023889130.1
gene-LOC112001262	XP_023889206.1
gene-LOC112001263	XP_023889207.1
gene-LOC112001265	XP_023889208.1
gene-LOC112001266	XP_023889209.1
gene-LOC112001267	XP_023889210.1
gene-LOC112001268	XP_023889212.1
gene-LOC112001269	XP_023889213.1
gene-LOC112001270	XP_023889214.1
gene-LOC112001271	XP_023889215.1
gene-LOC112001272	XP_023889216.1
gene-LOC112001273	XP_023889217.1
gene-LOC112001179	XP_023889123.1
gene-LOC112001174	XP_023889118.1
gene-LOC112001274	XP_023889218.1
gene-LOC112001276	XP_023889219.1
gene-LOC112001277	XP_023889220.1
gene-LOC112001278	XP_023889221.1
gene-LOC112001283	XP_023889224.1
gene-LOC112001284	XP_023889225.1
gene-TRNAG-CCC-6	
gene-LOC112001285	XP_023889226.1
gene-TRNAY-GUA-16	
gene-LOC112001287	XP_023889228.1
gene-LOC112001288	XP_023889229.1
gene-LOC112001290	XP_023889230.1
gene-LOC112001192	XP_023889137.1
gene-LOC112001291	XP_023889231.1
gene-LOC112001292	XP_023889232.1
gene-LOC112001293	XP_023889233.1
gene-LOC112001294	XP_023889234.1
gene-LOC112001172	XP_023889115.1
gene-LOC112001295	XP_023889235.1
gene-LOC112001296	XP_023889236.1
gene-LOC112001297	XP_023889237.1
gene-LOC112001339	XP_023889279.1
gene-LOC112001298	XP_023889238.1
gene-LOC112001340	XP_023889280.1
gene-LOC112001299	XP_023889239.1
gene-LOC112001301	XP_023889240.1
gene-LOC112001302	XP_023889241.1
gene-TRNAA-CGC-7	
gene-LOC112001303	XP_023889242.1
gene-LOC112001173	XP_023889116.1
gene-LOC112001165	XP_023889108.1
gene-LOC112001304	XP_023889244.1
gene-LOC112001182	XP_023889125.1
gene-LOC112001305	XP_023889245.1
gene-LOC112001306	XP_023889246.1
gene-LOC112001188	XP_023889132.1
gene-LOC112001342	XP_023889282.1
gene-LOC112001307	XP_023889247.1
gene-LOC112001185	XP_023889129.1
gene-LOC112001308	XP_023889248.1
gene-LOC112001168	XP_023889112.1
gene-LOC112001190	XP_023889134.1
gene-LOC112001309	XP_023889249.1
gene-LOC112001310	XP_023889250.1
gene-LOC112001311	XP_023889251.1
gene-LOC112001312	XP_023889252.1
gene-LOC112001313	XP_023889253.1
gene-LOC112001341	XP_023889281.1
gene-LOC112001314	XP_023889254.1
gene-LOC112001176	XP_023889120.1
gene-LOC112001180	XP_023889124.1
gene-LOC112001315	XP_023889255.1
gene-LOC112001316	XP_023889256.1
gene-LOC112001317	XP_023889258.1
gene-LOC112001318	XP_023889259.1
gene-LOC112001319	XP_023889260.1
gene-LOC112001320	XP_023889261.1
gene-LOC112001322	XP_023889262.1
gene-LOC112001323	XP_023889263.1
gene-LOC112001324	XP_023889264.1
gene-LOC112001325	XP_023889266.1
gene-LOC112001326	XP_023889267.1
gene-LOC112001187	XP_023889131.1
gene-LOC112001327	XP_023889268.1
gene-LOC112001328	XP_023889269.1
gene-LOC112001329	XP_023889270.1
gene-LOC112001330	XP_023889271.1
gene-LOC112001166	XP_023889110.1
gene-LOC112001331	XP_023889272.1
gene-LOC112001171	XP_023889114.1
gene-LOC112001286	XP_023889227.1
gene-LOC112001333	XP_023889273.1
gene-LOC112001194	XP_023889139.1
gene-LOC112001175	XP_023889119.1
gene-LOC112001334	
gene-LOC112001167	XP_023889111.1
gene-LOC112001335	XP_023889274.1
gene-LOC112001336	XP_023889276.1
gene-LOC112001337	XP_023889277.1
gene-LOC112001338	XP_023889278.1
gene-LOC112001183	XP_023889126.1
gene-LOC112001177	XP_023889121.1
gene-LOC112001348	XP_023889284.1
gene-LOC112001351	XP_023889287.1
gene-LOC112001352	XP_023889288.1
gene-LOC112001353	XP_023889289.1
gene-LOC112001354	XP_023889290.1
gene-LOC112001356	XP_023889291.1
gene-LOC112001357	XP_023889292.1
gene-LOC112001358	XP_023889293.1
gene-LOC112001359	XP_023889295.1
gene-LOC112001360	XP_023889296.1
gene-LOC112001361	XP_023889297.1
gene-LOC112001362	XP_023889298.1
gene-LOC112001363	XP_023889299.1
gene-LOC112001364	XP_023889300.1
gene-LOC112001365	XP_023889301.1
gene-LOC112001367	XP_023889302.1
gene-LOC112001368	XP_023889303.1
gene-LOC112001369	XP_023889304.1
gene-LOC112001370	XP_023889306.1
gene-LOC112001371	XP_023889307.1
gene-LOC112001372	XP_023889308.1
gene-LOC112001373	XP_023889309.1
gene-LOC112001374	XP_023889310.1
gene-LOC112001375	XP_023889311.1
gene-LOC112001376	XP_023889312.1
gene-LOC112001378	XP_023889313.1
gene-LOC112001379	XP_023889314.1
gene-LOC112001380	XP_023889315.1
gene-LOC112001381	XP_023889317.1
gene-LOC112001382	XP_023889318.1
gene-LOC112001350	XP_023889286.1
gene-LOC112001383	XP_023889319.1
gene-LOC112001384	
gene-LOC112001385	XP_023889320.1
gene-LOC112001386	XP_023889321.1
gene-LOC112001349	XP_023889285.1
gene-LOC112001387	XP_023889322.1
gene-LOC112001389	XP_023889323.1
gene-LOC112001390	XP_023889324.1
gene-LOC112001391	XP_023889325.1
gene-LOC112001393	XP_023889327.1
gene-LOC112001394	XP_023889328.1
gene-LOC112001395	XP_023889329.1
gene-LOC112001396	XP_023889330.1
gene-TRNAE-CUC-26	
gene-LOC112001397	XP_023889331.1
gene-LOC112001398	XP_023889332.1
gene-LOC112001399	XP_023889333.1
gene-LOC112001401	XP_023889334.1
gene-LOC112001405	XP_023889338.1
gene-LOC112001412	XP_023889344.1
gene-LOC112001413	XP_023889345.1
gene-LOC112001414	XP_023889346.1
gene-LOC112001415	XP_023889347.1
gene-LOC112001404	XP_023889337.1
gene-LOC112001409	XP_023889342.1
gene-LOC112001403	XP_023889335.1
gene-LOC112001416	XP_023889348.1
gene-LOC112001417	XP_023889349.1
gene-LOC112001418	XP_023889350.1
gene-LOC112001419	XP_023889351.1
gene-LOC112001420	XP_023889352.1
gene-LOC112001421	XP_023889353.1
gene-LOC112001423	XP_023889354.1
gene-LOC112001424	XP_023889355.1
gene-LOC112001407	XP_023889340.1
gene-LOC112001425	XP_023889356.1
gene-LOC112001426	XP_023889358.1
gene-LOC112001427	XP_023889359.1
gene-LOC112001406	XP_023889339.1
gene-LOC112001428	XP_023889360.1
gene-LOC112001429	XP_023889361.1
gene-LOC112001410	XP_023889343.1
gene-LOC112001430	
gene-LOC112001431	XP_023889363.1
gene-LOC112001432	XP_023889364.1
gene-LOC112001434	XP_023889365.1
gene-LOC112001435	XP_023889366.1
gene-LOC112001436	XP_023889367.1
gene-LOC112001437	XP_023889368.1
gene-LOC112001408	XP_023889341.1
gene-LOC112001438	XP_023889369.1
gene-LOC112001439	XP_023889370.1
gene-TRNAY-GUA-17	
gene-LOC112001440	XP_023889371.1
gene-LOC112001441	XP_023889372.1
gene-LOC112001442	XP_023889373.1
gene-LOC112001444	XP_023889374.1
gene-LOC112001446	XP_023889375.1
gene-LOC112001447	XP_023889376.1
gene-LOC112001448	XP_023889377.1
gene-LOC112001449	
gene-LOC112001450	
gene-LOC112001451	XP_023889378.1
gene-LOC112001452	XP_023889379.1
gene-LOC112001453	XP_023889380.1
gene-LOC112001456	
gene-LOC112001454	
gene-LOC112001457	XP_023889381.1
gene-LOC112001458	XP_023889382.1
gene-LOC112001459	XP_023889384.1
gene-LOC112001460	XP_023889385.1
gene-LOC112001461	XP_023889386.1
gene-LOC112001463	XP_023889388.1
gene-LOC112001462	XP_023889387.1
gene-LOC112001464	
gene-LOC112001465	XP_023889389.1
gene-LOC112001467	
gene-LOC112001468	XP_023889390.1
gene-LOC112001469	XP_023889391.1
gene-LOC112001470	XP_023889393.1
gene-LOC112001471	XP_023889394.1
gene-LOC112001472	XP_023889395.1
gene-LOC112001474	
gene-LOC112001473	XP_023889396.1
gene-LOC112001476	XP_023889397.1
gene-LOC112001477	XP_023889398.1
gene-LOC112001479	XP_023889401.1
gene-LOC112001478	XP_023889399.1
gene-LOC112001547	XP_023889497.1
gene-LOC112001505	
gene-LOC112001548	
gene-LOC112001549	XP_023889498.1
gene-LOC112001528	XP_023889476.1
gene-LOC112001528	XP_023889475.1
gene-LOC112001550	XP_023889499.1
gene-LOC112001529	XP_023889478.1
gene-LOC112001529	XP_023889477.1
gene-LOC112001575	XP_023889522.1
gene-LOC112001524	
gene-LOC112001510	XP_023889446.1
gene-LOC112001508	XP_023889445.1
gene-LOC112001511	
gene-LOC112001552	XP_023889500.1
gene-LOC112001553	XP_023889501.1
gene-LOC112001570	XP_023889518.1
gene-LOC112001570	XP_023889517.1
gene-LOC112001570	XP_023889519.1
gene-LOC112001523	XP_023889469.1
gene-LOC112001523	XP_023889468.1
gene-LOC112001535	XP_023889487.1
gene-LOC112001483	XP_023889407.1
gene-LOC112001483	XP_023889406.1
gene-LOC112001554	XP_023889503.1
gene-LOC112001515	XP_023889452.1
gene-LOC112001496	XP_023889422.1
gene-LOC112001544	XP_023889495.1
gene-LOC112001545	XP_023889496.1
gene-LOC112001530	XP_023889480.1
gene-LOC112001530	XP_023889479.1
gene-LOC112001571	
gene-LOC112001514	XP_023889451.1
gene-LOC112001487	XP_023889412.1
gene-LOC112001518	XP_023889455.1
gene-LOC112001516	XP_023889453.1
gene-LOC112001517	XP_023889454.1
gene-LOC112001513	XP_023889450.1
gene-LOC112001501	XP_023889433.1
gene-LOC112001522	XP_023889467.1
gene-LOC112001521	XP_023889464.1
gene-LOC112001521	XP_023889465.1
gene-LOC112001494	XP_023889421.1
gene-LOC112001494	XP_023889420.1
gene-LOC112001506	XP_023889439.1
gene-LOC112001506	XP_023889441.1
gene-LOC112001506	XP_023889440.1
gene-LOC112001533	XP_023889483.1
gene-LOC112001533	XP_023889485.1
gene-LOC112001534	XP_023889486.1
gene-LOC112001555	
gene-LOC112001568	XP_023889515.1
gene-TRNAL-CAA-10	
gene-LOC112001532	XP_023889482.1
gene-LOC112001532	XP_023889481.1
gene-LOC112001556	XP_023889504.1
gene-LOC112001490	XP_023889416.1
gene-LOC112001481	XP_023889404.1
gene-LOC112001539	XP_023889491.1
gene-LOC112001538	XP_023889490.1
gene-LOC112001541	XP_023889492.1
gene-LOC112001512	XP_023889447.1
gene-LOC112001512	XP_023889449.1
gene-LOC112001537	XP_023889489.1
gene-LOC112001558	XP_023889505.1
gene-LOC112001492	XP_023889418.1
gene-LOC112001536	XP_023889488.1
gene-LOC112001560	XP_023889508.1
gene-TRNAL-AAG-8	
gene-LOC112001542	XP_023889493.1
gene-LOC112001527	XP_023889474.1
gene-LOC112001561	XP_023889509.1
gene-LOC112001562	
gene-LOC112001563	XP_023889510.1
gene-LOC112001564	XP_023889511.1
gene-LOC112001559	XP_023889506.1
gene-LOC112001504	XP_023889437.1
gene-LOC112001504	XP_023889436.1
gene-LOC112001484	XP_023889408.1
gene-LOC112001484	XP_023889409.1
gene-LOC112001484	XP_023889410.1
gene-LOC112001503	XP_023889435.1
gene-LOC112001503	XP_023889434.1
gene-TRNAA-UGC-16	
gene-TRNAA-UGC-17	
gene-LOC112001488	XP_023889414.1
gene-LOC112001565	XP_023889512.1
gene-LOC112001567	XP_023889513.1
gene-LOC112001489	XP_023889415.1
gene-LOC112001482	XP_023889405.1
gene-LOC112001576	XP_023889523.1
gene-LOC112001543	
gene-LOC112001546	
gene-LOC112001520	XP_023889458.1
gene-LOC112001520	XP_023889456.1
gene-LOC112001520	XP_023889463.1
gene-LOC112001520	XP_023889462.1
gene-LOC112001520	XP_023889460.1
gene-LOC112001520	XP_023889459.1
gene-LOC112001520	XP_023889457.1
gene-LOC112001486	XP_023889411.1
gene-LOC112001480	XP_023889402.1
gene-LOC112001480	XP_023889403.1
gene-LOC112001500	XP_023889427.1
gene-LOC112001500	XP_023889429.1
gene-LOC112001500	XP_023889428.1
gene-LOC112001500	XP_023889432.1
gene-LOC112001500	XP_023889431.1
gene-LOC112001500	XP_023889430.1
gene-LOC112001573	XP_023889521.1
gene-LOC112001499	XP_023889426.1
gene-LOC112001493	XP_023889419.1
gene-LOC112001497	XP_023889423.1
gene-LOC112001497	XP_023889425.1
gene-LOC112001569	XP_023889516.1
gene-LOC112001491	XP_023889417.1
